"record_id"	"park_name"	"category"	"order"	"family"	"scientific_name"	"common_name"	"record_status"	"occurrence"	"nativeness"	"abundance"	"conservation_status"
"CARE-1645"	"Capitol Reef National Park"	"Vascular Plant"	"Asterales"	"Asteraceae"	"Townsendia exscapa"	"Stemless Townsendia"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1646"	"Capitol Reef National Park"	"Vascular Plant"	"Asterales"	"Asteraceae"	"Townsendia florifer"	"Showy Townsendia"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1647"	"Capitol Reef National Park"	"Vascular Plant"	"Asterales"	"Asteraceae"	"Townsendia incana"	"Hoary Townsendia"	"Approved"	"Present"	"Native"	"Common"	NA
"CARE-1648"	"Capitol Reef National Park"	"Vascular Plant"	"Asterales"	"Asteraceae"	"Townsendia montana var. montana"	"Wyoming Townsendia"	"Approved"	"Not Present (False Report)"	"Native"	NA	NA
"CARE-1649"	"Capitol Reef National Park"	"Vascular Plant"	"Asterales"	"Asteraceae"	"Tragopogon dubius"	"Yellow Salsify"	"Approved"	"Present"	"Not Native"	"Uncommon"	NA
"CARE-1650"	"Capitol Reef National Park"	"Vascular Plant"	"Asterales"	"Asteraceae"	"Vanclevea stylosa"	"Resinbush"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1651"	"Capitol Reef National Park"	"Vascular Plant"	"Asterales"	"Asteraceae"	"Verbesina encelioides var. exauriculata"	"Golden Crownbeard"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1652"	"Capitol Reef National Park"	"Vascular Plant"	"Asterales"	"Asteraceae"	"Vernonia marginata"	"Plains Ironweed"	"Approved"	"Present"	"Not Native"	"Rare"	NA
"CARE-1653"	"Capitol Reef National Park"	"Vascular Plant"	"Asterales"	"Asteraceae"	"Wyethia scabra"	"Rough Mule's-Ears"	"Approved"	"Present"	"Native"	"Common"	NA
"CARE-1654"	"Capitol Reef National Park"	"Vascular Plant"	"Asterales"	"Asteraceae"	"Xanthium strumarium var. canadense"	"Rough Cocklebur"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1655"	"Capitol Reef National Park"	"Vascular Plant"	"Asterales"	"Asteraceae"	"Xylorhiza confertifolia"	"Henrieville Woodyaster"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1656"	"Capitol Reef National Park"	"Vascular Plant"	"Asterales"	"Asteraceae"	"Xylorhiza tortifolia var. imberbis"	"Hurtleaf Woodyaster"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1657"	"Capitol Reef National Park"	"Vascular Plant"	"Asterales"	"Asteraceae"	"Xylorhiza venusta"	"Cisco Woodyaster"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1658"	"Capitol Reef National Park"	"Vascular Plant"	"Asterales"	"Campanulaceae"	"Campanula parryi"	"Parry's Harebell"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1659"	"Capitol Reef National Park"	"Vascular Plant"	"Asterales"	"Campanulaceae"	"Lobelia cardinalis ssp. graminea"	"Cardinal-Flower"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1660"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha abata"	"Low Cryptanth"	"Approved"	"Present"	"Native"	"Common"	NA
"CARE-1661"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha bakeri"	"Baker's Cryptantha"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1662"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha barbigera"	"Bearded Cryptantha"	"Approved"	"Not Present (False Report)"	"Native"	NA	NA
"CARE-1663"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha capitata"	"Capitate Catseye"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1664"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha cinerea var. cinerea"	"Ashy Cryptanth"	"Approved"	"Present"	"Native"	"Common"	NA
"CARE-1665"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha cinerea var. jamesii"	"James' Cryptanth"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1666"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha cinerea var. pustulosa"	"San Juan Cryptanth"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1667"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha circumscissa"	"Cushion Cryptanth"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1668"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha confertiflora"	"Basin Yellow Cryptanth"	"Approved"	"Present"	"Native"	"Common"	NA
"CARE-1669"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha crassisepala var. elachantha"	"Thick-Sepaled Cryptanth"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1670"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha decipiens"	"Gravel Cryptantha"	"Approved"	"Not Present (False Report)"	"Native"	NA	NA
"CARE-1671"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha fendleri"	"Fendler's Cryptantha"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1672"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha flava"	"Plateau Yellow Cryptanth"	"Approved"	"Present"	"Native"	"Abundant"	NA
"CARE-1673"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha flavoculata"	"Yellow-Eye Cryptanth"	"Approved"	"Present"	"Native"	"Common"	NA
"CARE-1674"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha fulvocanescens"	"Plateau Cryptanth"	"Approved"	"Present"	"Native"	"Abundant"	NA
"CARE-1675"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha gracilis"	"Slender Cryptanth"	"Approved"	"Present"	"Native"	"Common"	NA
"CARE-1676"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha humilis"	"Dwarf Cryptanth"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1677"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha johnstonii"	"Johnston's Cryptanth"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1678"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha mensana"	"Carbon Cryptanth"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1679"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha micrantha"	"Redroot Cryptantha"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1680"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha osterhoutii"	"Osterhout's Cryptanth"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1681"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha paradoxa"	"Paradox Cryptanth"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1682"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha pterocarya var. pterocarya"	"Wing-Nut Cryptanth"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1683"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha recurvata"	"Recurved Cryptanth"	"Approved"	"Present"	"Native"	"Common"	NA
"CARE-1684"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha rollinsii"	"Rollins' Cryptanth"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"
"CARE-1685"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha setosissima"	"Bristly Cryptanth"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1686"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha tenuis"	"Slender Cryptanth"	"Approved"	"Not Present (False Report)"	"Native"	NA	NA
"CARE-1687"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Cryptantha wetherillii"	"Wetherill's Cryptanth"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1688"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Hackelia floribunda"	"Showy Stickseed"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1689"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Lappula occidentalis var. cupulata"	"Cupseed Stickseed"	"Approved"	"Present"	"Native"	"Common"	NA
"CARE-1690"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Lithospermum incisum"	"Fringed Puccoon"	"Approved"	"Present"	"Native"	"Common"	NA
"CARE-1691"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Lithospermum multiflorum"	"Manyflowered Gromwell"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1692"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Nama densum var. parviflorum"	"Leafy Fiddleleaf"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1693"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Nama hispidum"	"Bristly Nama"	"Approved"	"Not Present (False Report)"	"Native"	NA	NA
"CARE-1694"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Nama retrorsum"	"Howell's Nama"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1695"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Plagiobothrys jonesii"	"Mojave Popcornflower"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1696"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Boraginaceae"	"Plagiobothrys scouleri var. penicillatus"	"Meadow Popcorn-Flower"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1697"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Ehretiaceae"	"Tiquilia latior"	"Matted Tiquilia"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1698"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Heliotropiaceae"	"Heliotropium convolvulaceum"	"Bindweed Heliotrope"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1699"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Hydrophyllaceae"	"Phacelia cottamii"	"Cottam's Phacelia"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1700"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Hydrophyllaceae"	"Phacelia crenulata var. corrugata"	"Corrugate Phacelia"	"Approved"	"Present"	"Native"	"Common"	NA
"CARE-1701"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Hydrophyllaceae"	"Phacelia crenulata var. orbicularis"	"Henry Mountains Phacelia"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1702"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Hydrophyllaceae"	"Phacelia demissa var. demissa"	"Brittle Phacelia"	"Approved"	"Present"	"Native"	"Common"	NA
"CARE-1703"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Hydrophyllaceae"	"Phacelia ivesiana"	"Ives' Phacelia"	"Approved"	"Present"	"Native"	"Common"	NA
"CARE-1704"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Hydrophyllaceae"	"Phacelia mammillarensis"	"Nipple Bench Phacelia"	"Approved"	"Not Present (False Report)"	"Native"	NA	NA
"CARE-1705"	"Capitol Reef National Park"	"Vascular Plant"	"Boraginales"	"Hydrophyllaceae"	"Phacelia rafaelensis"	"San Rafael Phacelia"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1706"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Alyssum minus var. micranthum"	"European Madwort"	"Approved"	"Present"	"Not Native"	"Rare"	NA
"CARE-1707"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Arabis demissa"	"Nodding Rock Cress"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1708"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Arabis drummondii"	"Drummond's Rockcress"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1709"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Arabis glabra var. glabra"	"Rock Cress"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1710"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Arabis hirsuta"	"None"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1711"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Arabis holboellii var. fendleri"	"Fendler's Rockcress"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1712"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Arabis holboellii var. pinetorum"	"Holboell's Rockcress"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1713"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Arabis holboellii var. secunda"	"Holboell's Rockcress"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1714"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Arabis microphylla var. microphylla"	"Littleleaf Rockcress"	"Approved"	"Not Present (False Report)"	"Native"	NA	NA
"CARE-1715"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Arabis pulchra var. pallens"	"Desert Rockcress"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1716"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Arabis selbyi"	"Selby's Rockcress"	"Approved"	"Present"	"Native"	"Common"	NA
"CARE-1717"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Camelina microcarpa"	"Little-Pod False Flax"	"Approved"	"Not Confirmed"	"Not Native"	NA	NA
"CARE-1718"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Capsella bursa-pastoris"	"Shepherd's-Purse"	"Approved"	"Present"	"Not Native"	"Uncommon"	NA
"CARE-1719"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Cardamine cordifolia var. cordifolia"	"Heartleaf Bittercress"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1720"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Cardaria draba"	"Whitetop"	"Approved"	"Present"	"Not Native"	"Rare"	NA
"CARE-1721"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Caulanthus crassicaulis var. glaber"	"Smooth Spindlestem"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1722"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Chorispora tenella"	"Blue Mustard"	"Approved"	"Present"	"Not Native"	"Uncommon"	NA
"CARE-1723"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Descurainia californica"	"Sierran Tansymustard"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1724"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Descurainia incana var. sonnei"	"Mountain Tansy-Mustard"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1725"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Descurainia pinnata var. filipes"	"Western Tansy-Mustard"	"Approved"	"Not Present (False Report)"	"Native"	NA	NA
"CARE-1726"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Descurainia pinnata var. intermedia"	"Western Tansy-Mustard"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1727"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Descurainia pinnata var. osmiarum"	"Western Tansy-Mustard"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1728"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Descurainia sophia"	"Flixweed"	"Approved"	"Present"	"Not Native"	"Abundant"	NA
"CARE-1729"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Dithyrea wislizeni"	"Spectacle-Pod"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1730"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Draba aurea"	"Golden Draba"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1731"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Draba cana"	"Cushion Draba"	"Approved"	"Not Present (False Report)"	"Native"	NA	NA
"CARE-1732"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Draba cuneifolia var. cuneifolia"	"Wedgeleaf Draba"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1733"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Draba rectifructa"	"Mountain Draba"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1734"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Draba reptans"	"Carolina Draba"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1735"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Draba stenoloba var. nana"	"Slender Whitlow-Grass"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1736"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Erysimum asperum var. purshii"	"Sand Dune Wallflower"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1737"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Erysimum inconspicuum"	"Shy Wallflower"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1738"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Hutchinsia procumbens"	"Ovalpurse"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1739"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Lepidium densiflorum var. densiflorum"	"Prairie Pepperwort"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1740"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Lepidium densiflorum var. ramosum"	"Prairie Pepperwort"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1741"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Lepidium lasiocarpum var. georginum"	"St. George Pepperwort"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1742"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Lepidium lasiocarpum var. lasiocarpum"	"Hairy-Pod Pepperwort"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1743"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Lepidium montanum var. jonesii"	"Jones' Pepperwort"	"Approved"	"Present"	"Native"	"Common"	NA
"CARE-1744"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Lepidium perfoliatum"	"Clasping Pepperwort"	"Approved"	"Present"	"Not Native"	"Rare"	NA
"CARE-1745"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Lepidium virginicum var. pubescens"	"Hairy Pepperweed"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1746"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Malcolmia africana"	"African Mustard"	"Approved"	"Present"	"Not Native"	"Uncommon"	NA
"CARE-1747"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Nasturtium officinale"	"Watercress"	"Approved"	"Present"	"Not Native"	"Uncommon"	NA
"CARE-1748"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Physaria acutifolia var. acutifolia"	"Sharp-Leaf Twinpod"	"Approved"	"Present"	"Native"	"Common"	NA
"CARE-1749"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Physaria acutifolia var. purpurea"	"Purple Twinpod"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1750"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Physaria chambersii var. chambersii"	"Chambers' Twinpod"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1751"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Physaria intermedia"	"Watson's Bladderpod"	"Approved"	"Present"	"Native"	"Abundant"	NA
"CARE-1752"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Physaria ludoviciana"	"Silver Bladderpod"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1753"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Physaria newberryi"	"Newberry's Twinpod"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1754"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Physaria rectipes"	"Colorado Plateau Bladderpod"	"Approved"	"Present"	"Native"	"Abundant"	NA
"CARE-1755"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Physaria wardii"	"Ward's Bladderpod"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1756"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Rorippa curvipes var. curvipes"	"Blunt-Leaf Yellowcress"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1757"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Rorippa islandica var. glabra"	"Smooth Yellowcress"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1758"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Rorippa tenerrima"	"Low Yellowcress"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1759"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Schoenocrambe barnebyi"	"Barneby's Reed-Mustard"	"Approved"	"Present"	"Native"	"Uncommon"	"Endangered"
"CARE-1760"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Schoenocrambe linifolia"	"Flax-Leaved Plainsmustard"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1761"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Sisymbrium altissimum"	"Tumble Mustard"	"Approved"	"Present"	"Not Native"	"Common"	NA
"CARE-1762"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Stanleya integrifolia"	"Smoothleaf Prince's-Plume"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1763"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Stanleya pinnata"	"Desert Prince's-Plume"	"Approved"	"Present"	"Native"	"Abundant"	NA
"CARE-1764"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Stanleya viridiflora"	"Green Prince's-Plume"	"Approved"	"Present"	"Native"	"Common"	NA
"CARE-1765"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Streptanthella longirostris"	"Long-Beak Fiddle-Mustard"	"Approved"	"Present"	"Native"	"Abundant"	NA
"CARE-1766"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Streptanthus cordatus"	"Heart-Leaf Jewelflower"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1767"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Thelypodiopsis divaricata"	"Candelabra Thelypody"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1768"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Thelypodium integrifolium var. gracilipes"	"Moab Thelypody"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1769"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Thelypodium integrifolium var. integrifolium"	"Entire-Leaf Thelypody"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1770"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Brassicaceae"	"Thelypodium laxiflorum"	"Slate Thelypody"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1771"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Cleomaceae"	"Cleome lutea"	"Yellow Beeplant"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"CARE-1772"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Cleomaceae"	"Cleome serrulata"	"Rocky Mountain Beeplant"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1773"	"Capitol Reef National Park"	"Vascular Plant"	"Brassicales"	"Cleomaceae"	"Cleomella palmeriana var. palmeriana"	"Palmer's Stinkweed"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1774"	"Capitol Reef National Park"	"Vascular Plant"	"Caryophyllales"	"Aizoaceae"	"Sesuvium verrucosum"	"Sea Purslane"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"CARE-1775"	"Capitol Reef National Park"	"Vascular Plant"	"Caryophyllales"	"Amaranthaceae"	"Allenrolfea occidentalis"	"Iodinebush"	"Approved"	"Present"	"Native"	"Rare"	NA
"CARE-1776"	"Capitol Reef National Park"	"Vascular Plant"	"Caryophyllales"	"Amaranthaceae"	"Amaranthus albus"	"Tumble Pigweed"	"Approved"	"Present"	"Not Native"	"Uncommon"	NA
"CARE-1777"	"Capitol Reef National Park"	"Vascular Plant"	"Caryophyllales"	"Amaranthaceae"	"Amaranthus blitoides"	"Prostrate Pigweed"	"Approved"	"Present"	"Native"	"Uncommon"	NA
